row_num,review_id,id,contract,clause_type,clause_text,category,disagreement_type,disagreement_direction,label_gap,clause_risk_profile,typical_risk_for_type,qwen_label,gemini_label,copilot_label,qwen_confidence,gemini_confidence,qwen_reason,gemini_reason,final_label,reviewer,notes
5135,MR-108,ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT__Irrevocable Or Perpetual License,ENTRUSTINC_07_24_1998-EX-10.5-STRATEGIC ALLIANCE AGREEMENT,Irrevocable Or Perpetual License,"Subject to the terms and               -----------------------------------                           conditions of this Agreement, Entrust, to the extent of its legal right to do so, hereby grants to Nortel, under the Entrust Patents, an irrevocable, non- transferable, non-assignable, indivisible, non-exclusive, royalty-free, worldwide license for Licensed Products and Licensed Services.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The signing party (Nortel) receives an irrevocable and perpetual license that cannot be transferred or assigned, locking them into a specific relationship with Entrust while preventing them from monetizing or restructuring the license rights. Additionally, the 'royalty-free' and 'worldwide' scope grants broad usage rights without ongoing compensation to the licensor, creating a significant, one-sided benefit for the signing party that is heavily weighted in their favor compared to standard market practices.","The clause grants an irrevocable, royalty-free, worldwide license to the signing party (Nortel), which is highly favorable as it ensures long-term, cost-free use of the licensed technology without geographic restrictions. While non-exclusive, this is standard for many technology licenses and does not diminish the significant benefits of the other terms for the signing party.",LOW,Vishal,Agree to Gemini reasoning
5136,MR-109,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT__Irrevocable Or Perpetual License,FIBROGENINC_10_01_2014-EX-10.11-COLLABORATION AGREEMENT,Irrevocable Or Perpetual License,"Notwithstanding Section 14.1, in the event that Astellas develops, completely independently from any FG Technology and/or any other FG materials, confidential information, intellectual property or other related information provided by or on behalf of FG to Astellas under this Agreement or any other agreement between FG and Astellas relating to the subject matter hereof, any inventions or intellectual property rights related to the Field or the Expanded Field, [ * ], Astellas shall own such intellectual property and hereby grants to FG and its Sublicensees a non-exclusive, royalty-free, irrevocable license to such intellectual property for the FG Territory.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The clause grants the drafter (FG) an irrevocable, royalty-free license to any independent inventions Astellas creates using FG's confidential information. This creates a significant risk of losing ownership rights to Astellas' own future innovations without compensation, effectively allowing the drafter to free-ride on the signing party's independent R&D efforts.","The clause grants the signing party (FG) an irrevocable, royalty-free license to intellectual property developed independently by Astellas, which is highly favorable to FG as it secures long-term, cost-free access to potentially valuable IP.",HIGH,Vishal,Risk to signing party looks like
5137,MR-110,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement__Irrevocable Or Perpetual License,HarpoonTherapeuticsInc_20200312_10-K_EX-10.18_12051356_EX-10.18_Development Agreement,Irrevocable Or Perpetual License,"Following the expiration of the Term pursuant to clause (a) (but not clause (b)) of Section 12.1.1, the grants in Section 5.1.3 shall become non-exclusive, fully-paid, royalty-free and irrevocable.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The clause permanently locks the signing party into an irrevocable license grant upon expiration of the term, stripping them of the ability to terminate, renegotiate, or reclaim rights even if the business relationship ends or the licensed technology becomes obsolete, creating a disproportionate and permanent burden.","From the perspective of the signing party (the licensee), a perpetual, fully-paid, royalty-free, and irrevocable license is highly favorable. It ensures continued use of the licensed rights without further payment or risk of termination, which is a significant benefit.",LOW,Vishal,Agree to Gemini reasoning
5138,MR-111,"IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT__Irrevocable Or Perpetual License","IOVANCEBIOTHERAPEUTICS,INC_08_03_2017-EX-10.1-STRATEGIC ALLIANCE AGREEMENT",Irrevocable Or Perpetual License,"MD Anderson also grants LBIO a non-exclusive, royalty free, perpetual license (with rights to sub-license) under, in and to any and all data generated by MD Anderson in conducting studies of TILs in double refractory melanoma outside of the Collaboration and as of the Effective Date, and LBIO shall have unrestricted rights to use such double refractory melanoma data in governmental and regulatory submissions, including submissions that may become public.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0,1,"The signing party (LBIO) receives a perpetual, royalty-free license with sub-licensing rights to all data generated by MD Anderson, creating a significant, one-sided transfer of value and control that permanently locks the drafter's assets into the signing party's hands without ongoing compensation or time limits.","The clause grants LBIO a perpetual, royalty-free, and sublicensable license to valuable data generated by MD Anderson. This is highly favorable to LBIO, providing long-term, unrestricted use of critical data for regulatory submissions and other purposes.",LOW,Vishal,Agree to Gemini reasoning
5139,MR-112,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT__Irrevocable Or Perpetual License,MACROGENICSINC_08_02_2013-EX-10-COLLABORATION AGREEMENT,Irrevocable Or Perpetual License,"Subject to the terms and conditions of this Agreement, Green Cross hereby grants to MacroGenics a non- exclusive, royalty-free, perpetual license, with the right to grant and authorize the grant of sublicenses, to use all Clinical Data and any data generated by Green Cross or any of its representatives or independent contractors pursuant to its performing its responsibilities under this Agreement for the research, Development, manufacture Commercialization and sales of MGAH22 and Products by MacroGenics outside the Territory and for MacroGenics to exercise its rights and fulfill its obligations under this Agreement.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The clause grants a perpetual, irrevocable license to the counterparty (MacroGenics) over all clinical data generated by the signing party (Green Cross). This permanently strips the signing party of control over its own data, preventing future commercialization, licensing to others, or repurposing of the data for other research, creating a significant and irreversible loss of asset value.","From the perspective of the party signing the contract (MacroGenics), a perpetual and sublicensable license for critical data is highly favorable, providing long-term rights and flexibility for commercialization without ongoing royalty obligations.",LOW,Vishal,Agree to Gemini reasoning
5140,MR-113,Microgenics Corporation - Collaborative Development and Commercialization Agreement__Irrevocable Or Perpetual License,Microgenics Corporation - Collaborative Development and Commercialization Agreement,Irrevocable Or Perpetual License,"Achaogen shall be responsible for the prosecution and maintenance of any Patent applications and Patents claiming or covering any Achaogen Inventions, and Microgenics shall be responsible for the prosecution and maintenance of any Patent applications and Patents claiming or covering any Microgenics Inventions; provided, that  [***] shall not, without first obtaining [***] prior written consent, file any Patent claiming or covering the [***]; provided, further, that, in the event that any such Patent applications covering or claiming any  [***] are filed without first obtaining  [***] prior written consent, then  [***] hereby grants [***] a perpetual, irrevocable, fully paid-up, royalty-free, worldwide, sublicenseable, non-exclusive license under such Patent applications and any Patents issuing therefrom or related thereto for the purpose of developing, manufacturing, using or commercializing [***].",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,0.9,"The clause imposes a severe, permanent penalty (a perpetual, irrevocable, royalty-free license) on the signing party if they fail to obtain prior written consent before filing a patent. This creates a disproportionate risk where a procedural oversight results in the permanent loss of intellectual property rights without compensation, heavily favoring the drafter.","This clause grants the signing party (Microgenics, based on the context of the license grant) a perpetual, irrevocable, fully paid-up, royalty-free, worldwide, sublicenseable, non-exclusive license under certain patents if Achaogen files them without Microgenics' prior written consent. This is a highly favorable term for the signing party, providing significant intellectual property rights as a remedy for a potential breach by the counterparty.",LOW,Vishal,Agree to Gemini reasoning
5141,MR-114,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT__Irrevocable Or Perpetual License,NICELTD_06_26_2003-EX-4.5-OUTSOURCING AGREEMENT,Irrevocable Or Perpetual License,"Notwithstanding the aforesaid, it is agreed that any           manufacturing methods applied by Contractor, which are Contractor's           Proprietary Information, may be used by NICE itself (including its           Affiliates) (but may not be transferred/disclosed to any third party)           and by signing this Agreement Contractor hereby grants NICE a           personal, non exclusive, non transferable, perpetual license to use           such manufacturing methods.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,0.95,1,"The clause grants a perpetual license for the Contractor's proprietary manufacturing methods without a defined term or termination mechanism, permanently stripping the Contractor of the ability to revoke access to their own IP even if the commercial relationship ends or the contract is breached.","From the perspective of NICE (the signing party), this clause grants a perpetual license to use the Contractor's proprietary manufacturing methods. This is highly favorable to NICE, as it secures long-term access to critical intellectual property without ongoing fees or restrictions, enhancing NICE's operational independence and reducing future dependency on the Contractor.",LOW,Vishal,Agree to Gemini reasoning
5142,MR-115,RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement__Irrevocable Or Perpetual License,RemarkHoldingsInc_20081114_10-Q_EX-10.24_2895649_EX-10.24_Content License Agreement,Irrevocable Or Perpetual License,"The term of the license for the Content delivered to HSWI as part of the Affinities, and the Affinities themselves, shall be perpetual, Exclusive, and irrevocable.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,1,1,"The grant is explicitly perpetual, exclusive, and irrevocable, which permanently strips the signing party (HSWI) of the ability to terminate the license, switch providers, or re-license the content to others, creating a significant and permanent loss of control over the asset.","From the perspective of the party signing the contract (HSWI), receiving a perpetual, exclusive, and irrevocable license for content is highly favorable. It grants maximum rights and control over the licensed material without fear of termination or competition from the licensor.",LOW,Vishal,Agree to Gemini reasoning
5143,MR-116,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement__Irrevocable Or Perpetual License,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,Irrevocable Or Perpetual License,"Upon expiration of this Agreement, the licenses granted to Sanofi under Section 3.1 will become fully paid up, royalty free, perpetual and irrevocable.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,1,1,"The clause permanently transfers all rights to the counterparty (Sanofi) without future royalties or the ability to revoke the license, creating a significant, one-sided loss of asset control and future revenue potential for the signing party.","From the perspective of the party signing the contract (Sanofi, the licensee), this clause is highly favorable as it grants a perpetual, irrevocable, fully paid-up, and royalty-free license upon agreement expiration, which is a significant benefit and reduces future obligations.",LOW,Vishal,Agree to Gemini reasoning
5144,MR-117,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT__Irrevocable Or Perpetual License,VERICELCORP_08_06_2019-EX-10.10-SUPPLY AGREEMENT,Irrevocable Or Perpetual License,"Following expiration of the Royalty Term (as defined in the License Agreement) for any Licensed Product in a given country, the license granted to Vericel under Section 9.1 of this Agreement with respect to such Licensed Product in such country shall automatically become fully paid-up, perpetual, irrevocable and royalty-free.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — direction of grant matters,HIGH (40%),HIGH,LOW,High,1,1,"The clause grants the counterparty (Vericel) a permanent, royalty-free license that triggers automatically upon expiration of the royalty term, permanently stripping the signing party of future revenue rights and control over the licensed product in that country without any negotiation or compensation mechanism.","This clause is highly favorable to the signing party (Vericel) as it grants a perpetual, irrevocable, fully paid-up, and royalty-free license after the royalty term expires. This significantly reduces long-term financial obligations and provides certainty of use.",LOW,Vishal,Agree to Gemini reasoning
5152,MR-125,"ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement __Liquidated Damages","ADMA BioManufacturing, LLC -  Amendment #3 to Manufacturing Agreement ",Liquidated Damages,"Should ADMA fail to supply a minimum of [***] Batches of Product (the ""Minimum Volume"") of Product during the time period as specified in this Amendment #3, ADMA agrees that Sanofi Pasteur shall be entitled to obtain from ADMA as liquidated damages, and not a penalty, amounting to $[***] ([***]) USD.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — punitive penalties,HIGH (63%),HIGH,LOW,Medium,0.95,0.9,The clause imposes a strict minimum volume commitment on the signing party (ADMA) with a unilateral financial penalty for failure to meet that target. This creates significant liability exposure as the signing party bears the entire risk of supply shortfalls or demand fluctuations without any reciprocal minimum purchase obligation or cap on damages mentioned in the text.,"This clause describes a minimum commitment for ADMA to supply product to Sanofi Pasteur. From Sanofi Pasteur's perspective (the signing party in this scenario, as the counterparty to ADMA), this clause is favorable as it guarantees a minimum supply and provides for liquidated damages if ADMA fails to meet that commitment. This protects Sanofi Pasteur's supply chain and provides a clear remedy for breach.",HIGH,Vishal,Qwen reasoning is fine
5153,MR-126,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT__Liquidated Damages,AMERICASSHOPPINGMALLINC_12_10_1999-EX-10.2-SITE DEVELOPMENT AND HOSTING AGREEMENT,Liquidated Damages,"In the event the Company terminates this Agreement, the Company shall pay to HDI a termination payment, (the ""Termination Payment"") the amount of which shall be an amount equal to the aggregate Net Sales for the twelve (12) months preceding the Termination Date less $800,000, the balance of which shall be divided by two.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — punitive penalties,HIGH (63%),HIGH,LOW,Medium,0.95,0.9,"The clause creates a significant, one-sided financial liability for the Company (the signing party) triggered solely by its own termination decision. It mandates a specific payout formula based on past Net Sales, which exposes the Company to substantial monetary loss without any corresponding cap, limitation, or condition that would protect the Company from paying a large sum simply for ending the relationship.","This clause defines a specific termination payment to HDI (the signing party) if the Company terminates the agreement. While it caps the payment to a formula, it guarantees a payment to HDI, which is a favorable protection for the signing party upon termination by the counterparty. It does not limit HDI's liability, but rather defines a payment due to HDI.",HIGH,Vishal,Qwen reasoning is fine
5154,MR-127,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT__Liquidated Damages,BONTONSTORESINC_04_20_2018-EX-99.3-AGENCY AGREEMENT,Liquidated Damages,"In the event the Closing fails to occur, then, only upon entry of a final and non-appealable order of the Bankruptcy Court determining that such failure was the result of Purchaser's sole, material, non-excusable breach of this Agreement, then Merchant shall be entitled to retain the Deposit as liquidated damages as Merchant's sole remedy for such breach.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — punitive penalties,HIGH (63%),HIGH,LOW,Medium,0,1,"The clause creates a significant, one-sided liability exposure for the signing party (Purchaser) by allowing the drafter (Merchant) to automatically forfeit the entire deposit upon a specific finding of breach, while explicitly limiting the Purchaser to only this remedy and excluding other potential legal recourse or damages.","This clause is favorable to the Purchaser (the signing party) because it sets a very high bar for the Merchant to retain the deposit as liquidated damages. The Merchant must obtain a final, non-appealable order from a Bankruptcy Court proving the Purchaser's 'sole, material, non-excusable breach.' This provides significant protection against the deposit being forfeited easily.",LOW,Vishal,Gemini reasoning is better
5155,MR-128,"HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement__Liquidated Damages","HEMISPHERX - Sales, Marketing, Distribution, and Supply Agreement",Liquidated Damages,HEMISPHERX will have the option at any time to buy out this Agreement.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — punitive penalties,HIGH (63%),HIGH,LOW,Medium,0.9,0.9,"The clause grants the drafter (HEMISPHERX) an unilateral right to terminate the agreement at any time without specifying any buyout fee, compensation, or conditions, leaving the signing party with no protection against sudden termination or financial loss.","This clause grants the counterparty (HEMISPHERX) an option to buy out the agreement, which is a right for them, not an obligation or a penalty for the signing party. It does not impose liquidated damages or a termination fee on the signing party. From the signing party's perspective, this is a neutral or potentially beneficial term as it might lead to an early exit with compensation.",MEDIUM,Vishal,Should be carefully observed by both parties
5156,MR-129,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT __Liquidated Damages,Monsanto Company - SECOND A_R EXCLUSIVE AGENCY AND MARKETING AGREEMENT ,Liquidated Damages,Monsanto and the Agent stipulate and agree that the injury which will be caused to the Agent by the termination of this Agreement under the circumstances which shall give rise to the payment of the Termination Fee are difficult or impossible of accurate estimation; that by establishing the Termination Fee they intend to provide for the payment of damages and not a penalty; and that the sum stipulated for the Termination Fee is a reasonable pre-estimate of the probable loss which will be suffered by the Agent in the event of such termination.,MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — punitive penalties,HIGH (63%),HIGH,LOW,,0.95,0.9,"The clause explicitly defines the Termination Fee as compensation for damages suffered by the Agent (the drafter) upon termination, while the signing party (the counterparty) is the one who would be liable to pay this fee. This creates a one-sided financial exposure where the signing party must pay a pre-determined sum that the drafter claims is a reasonable estimate of their loss, without reciprocal protection for the signing party if they terminate the agreement.","The clause explicitly states that the termination fee is intended as damages and not a penalty, and that it is a reasonable pre-estimate of the Agent's probable loss. This language is designed to make the liquidated damages clause enforceable and protects the Agent (the signing party) by ensuring they receive a fair, pre-agreed compensation for termination, rather than having to prove actual damages which can be difficult.",MEDIUM,Vishal,Should be carefully observed by both parties
5157,MR-130,TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT__Liquidated Damages,TEARDROPGOLFCO_10_23_1996-EX-10.12-ENDORSEMENT AGREEMENT,Liquidated Damages,"In addition, TPC agrees that Consolidated Artists shall be entitled to the Retainer Fee prorated to the effective date of termination as well any Tournament Bonuses, Money List Bonuses and any Royalty Compensation earned by Consolidated Artists prior to the effective date of termination.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically HIGH — punitive penalties,HIGH (63%),HIGH,LOW,Medium,0.95,0.9,"The clause mandates payment of all earned bonuses and royalties to the drafter (Consolidated Artists) upon termination regardless of the reason for termination or fault, creating a significant, one-sided financial liability for the signing party (TPC) that exceeds standard liquidated damages or pro-rated fee structures.","This clause specifies that the counterparty (Consolidated Artists) is entitled to fees and compensation earned up to the termination date. This is a standard provision ensuring the counterparty is paid for services rendered or compensation earned prior to termination, which is a reasonable expectation and does not impose unusual or excessive liquidated damages on the signing party (TPC). It only covers earned amounts, not future or unearned compensation.",LOW,Vishal,Gemini logic is convincing
5179,MR-152,"BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT__Most Favored Nation","BERKELEYLIGHTS,INC_06_26_2020-EX-10.12-COLLABORATION AGREEMENT",Most Favored Nation,"With respect to any [***],",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — who benefits matters,LOW (70%),HIGH,LOW,High,0.95,0.6,"The clause text is a fragment containing only a placeholder and lacks the operative language defining the MFN obligation, scope, or conditions. This incompleteness creates significant legal uncertainty and potential for the signing party to be bound by undefined or unexpectedly broad terms if the bracketed section is filled with aggressive language, representing a high risk of unmanageable exposure.","This clause, despite being incomplete, is a Most Favored Nation (MFN) clause. MFN clauses are generally favorable to the signing party (the counterparty to the drafter) as they ensure the signing party receives the best terms offered to any third party. The incomplete nature of the clause means the specific scope is unknown, but the general intent of an MFN clause is beneficial.",MEDIUM,Vishal,Incomplete clause
5180,MR-153,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT__Most Favored Nation,GOLDRESOURCECORP_12_11_2008-EX-10.1-STRATEGIC ALLIANCE AGREEMENT,Most Favored Nation,"The Company shall immediately inform HOC and provide HOC with a copy of any other standstill provisions in any agreement pertaining to the matters set forth in this Article 6, entered into by the Company with another person subsequent to the date hereof, and notwithstanding delivery of such notice and a copy of any such provisions, HOC shall have the full benefit of any materially more favourable terms, in the opinion of HOC, contained in such standstill and Section 6.1 shall be deemed to be amended accordingly.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — who benefits matters,LOW (70%),HIGH,LOW,High,0.9,1,"The clause grants the counterparty (HOC) unilateral discretion to determine what constitutes 'materially more favourable terms' without an objective standard or independent verification mechanism. This creates significant uncertainty and potential for the signing party to be bound to retroactive amendments of the agreement based solely on HOC's subjective opinion, exposing the signing party to unpredictable financial and operational liabilities.","This clause is a Most Favored Nation provision, which is generally favorable to the signing party (HOC in this case). It ensures that if the Company grants better standstill terms to another party, HOC will automatically receive those same better terms, effectively protecting HOC from being disadvantaged.",LOW,Vishal,Gemini logic is convincing
5181,MR-154,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT__Most Favored Nation,MPLXLP_06_17_2015-EX-10.1-TRANSPORTATION SERVICES AGREEMENT,Most Favored Nation,"Upon termination of this Agreement for reasons other than a default by Shipper, pursuant to any provisions of this Agreement or any other termination of this Agreement initiated by Shipper pursuant to Section 5, Shipper shall have the right to require MPL to enter into a new transportation service agreement with Shipper that (a) is consistent with the terms and objectives set forth in this Agreement and (b) has commercial terms that are, in the aggregate, equal to or more favorable to Shipper than fair market value terms as would be agreed by similarly-situated parties negotiating at arm's length provided.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — who benefits matters,LOW (70%),HIGH,LOW,High,0.95,0.9,"The clause grants the drafter (Shipper) unilateral power to force the signing party (MPL) into a new contract with terms superior to fair market value, effectively eliminating MPL's ability to negotiate competitive rates or exit unfavorable conditions upon termination, creating a significant and disproportionate financial obligation.","This clause provides the Shipper (the signing party) with a right to a new agreement with terms equal to or more favorable than fair market value, which is a beneficial protection for the Shipper upon certain terminations. While not a direct Most Favored Nation clause, it offers a similar protective mechanism by ensuring favorable terms for the Shipper.",LOW,Vishal,Gemini logic is convincing
5182,MR-155,TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement__Most Favored Nation,TheglobeComInc_19990503_S-1A_EX-10.20_5416126_EX-10.20_Co-Branding Agreement,Most Favored Nation,"All Users shall be treated at least as favorable in all respects (including without limitation with respect to pricing, quality of service, and customer support responsiveness) as Boxlot treats users of the Boxlot Site.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,context-dependent — who benefits matters,LOW (70%),HIGH,LOW,High,0.9,1,"The clause creates an open-ended obligation to match any terms given to 'users of the Boxlot Site' without defining the scope of those users, the specific terms covered, or any mechanism for verification or limitation. This exposes the signing party to unpredictable cost increases and operational constraints if the drafter offers preferential terms to any other user, potentially including competitors or internal affiliates, with no cap or exclusions.","This is a strong Most Favored Nation clause, ensuring the signing party receives terms at least as good as any other user of the Boxlot Site. It explicitly covers key areas like pricing, quality of service, and customer support, which is highly favorable to the signing party.",LOW,Vishal,Gemini logic is convincing
5189,MR-162,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement__Non-Disparagement,BerkshireHillsBancorpInc_20120809_10-Q_EX-10.16_7708169_EX-10.16_Endorsement Agreement,Non-Disparagement,Berkshire may terminate this Agreement immediately by giving Auriemma notice if,MANUAL_REVIEW,LOW↔HIGH,Gemini↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (56%),LOW,HIGH,Low,0.95,0.9,"The provided text fragment describes a termination right for the drafter (Berkshire) and does not contain any language imposing a non-disparagement obligation on the signing party (Auriemma). As there is no restrictive covenant present in the text, there is no risk associated with the non-disparagement clause type.","This clause grants Berkshire an immediate termination right with simple notice, without specifying any cause or breach by Auriemma. This is a heavily one-sided termination right that puts Auriemma at significant risk of arbitrary termination.",HIGH,Vishal,Gemini logic is convincing
5190,MR-163,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement__Non-Disparagement,GpaqAcquisitionHoldingsInc_20200123_S-4A_EX-10.8_11951679_EX-10.8_Service Agreement,Non-Disparagement,"Each of the HOF Entities or Constellation may terminate this Agreement at any time without liability if association with another Party could, in such Party's reasonable opinion, materially damage its reputation or image or in the event a Party breaches Section 3.3 hereof, which breach is not cured within sixty (60).",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (56%),HIGH,LOW,Low,0.9,0.9,"The clause grants the drafter an unilateral right to terminate the contract immediately without liability based on a subjective 'reasonable opinion' regarding reputation damage. This creates significant uncertainty and risk for the signing party, as the termination trigger is vague, discretionary, and lacks objective criteria or a cure period, potentially allowing the drafter to end the relationship arbitrarily.","This clause grants a mutual right to terminate if an association with the other party could reasonably damage reputation or image. This is a standard protection for both parties, allowing them to exit a relationship that becomes detrimental to their public perception, and it is not disproportionately burdensome on the signing party.",MEDIUM,Vishal,Should be reviewed by oth parties
5191,MR-164,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT__Non-Disparagement,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,Non-Disparagement,"The Franchisee  will not directly or indirectly,  at any time during the term of this Agreement or thereafter,  do or cause to be done any act or thing  disputing,  attacking or in any way impairing the validity of and BKC's right,  title or interest in the Burger King Marks and the Burger King System.",MANUAL_REVIEW,LOW↔HIGH,Gemini↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (56%),LOW,HIGH,Low,0,1,"This is a standard intellectual property protection clause common in franchise agreements, requiring the signing party to respect the franchisor's trademarks and system validity rather than imposing a broad, vague non-disparagement restriction on general reputation or business practices.","This clause imposes a perpetual non-disparagement obligation on the Franchisee, extending indefinitely even after the agreement terminates. It broadly prohibits any act 'disputing, attacking or in any way impairing' the validity or interest in the Burger King Marks and System, which is extremely broad and could stifle legitimate criticism or legal challenges. The 'thereafter' provision makes this a significant, ongoing burden.",MEDIUM,Vishal,Should be reviewed by oth parties
5192,MR-165,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT__Non-Disparagement,NEOMEDIATECHNOLOGIESINC_12_15_2005-EX-16.1-DISTRIBUTOR AGREEMENT,Non-Disparagement,"(ii) DISTRIBUTOR, or any principal owner of DISTRIBUTOR, is convicted          of a crime which, in PPG SHANGHAI's reasonable judgment, may adversely          affect the goodwill or interest of DISTRIBUTOR or of PPG SHANGHAI;",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (56%),HIGH,LOW,Low,0.9,0.9,"The clause grants the drafter (PPG SHANGHAI) unilateral discretion to determine what constitutes a crime affecting goodwill through a subjective 'reasonable judgment' standard. This creates significant risk for the signing party (DISTRIBUTOR) as it allows the drafter to terminate or penalize based on vague, undefined criteria without objective evidence or third-party validation, potentially leading to arbitrary termination.","This clause outlines a condition under which PPG SHANGHAI may take action (likely termination, though not explicitly stated in this fragment) if the Distributor or its principal owner is convicted of a crime that reasonably affects goodwill. This is a standard protection for a counterparty and does not impose an unusual or disproportionate burden on the Distributor. The 'reasonable judgment' standard provides a degree of objectivity.",MEDIUM,Vishal,Should be reviewed by oth parties
5193,MR-166,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2__Non-Disparagement,PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2,Non-Disparagement,"The Client and the Designer both agree to never to disparage or speak ill of the other party to anyone and or post negative or disparaging comments Online regarding any of the Designer's products, services, affiliates, subsidiaries, officers, directors, employees or shareholders, and will take reasonable steps to prevent and will not knowingly permit any of their respective employees or agents to, disparage or speak ill of such persons.",MANUAL_REVIEW,LOW↔HIGH,Qwen↑,2,typically MEDIUM — asymmetry determines risk,MEDIUM (56%),HIGH,LOW,Low,0.9,1,"The clause imposes a broad, mutual prohibition on 'speaking ill' and posting negative comments online without defining 'disparagement' or providing exceptions for truthful criticism, public interest, or legal proceedings. This creates significant legal exposure for the signing party (Client) by potentially silencing legitimate feedback or whistleblowing, and the phrase 'speak ill' is overly vague and subjective, making compliance difficult to assess.","This clause imposes a mutual non-disparagement obligation, meaning both parties are equally restricted from disparaging the other. This balance makes the clause standard and fair from the perspective of the signing party (Client).",LOW,Vishal,Mutual agreement
