review_id,review_type,clause_type,contract,qwen_label,gemini_label,qwen_confidence,gemini_confidence,qwen_reason,gemini_reason,clause_text,final_label,notes
FLIP_035,HIGH_LOW_FLIP,Cap On Liability,CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement1,LOW,HIGH,0.95,1.0,"The clause establishes a mutual cap on liability for consequential damages, which is standard market practice and provides balanced protection for the signing party by excluding exposure to unpredictable losses like lost profits.","The clause explicitly carves out several key areas from the general limitation on damages, including indemnity, confidentiality, gross negligence, and willful misconduct. This means that for breaches related to these areas, the signing party (as the counterparty to the drafter/Supplier) could face uncapped liability for all types of damages, including consequential and punitive damages, which represents a significant and potentially unlimited financial exposure.","Neither Party shall be liable to the other for any special, indirect, incidental, consequential, punitive or exemplary damages, including, but not limited to, lost profits, even if such Party alleged to be liable has knowledge of the possibility of such damages, provided, however, that the limitations set forth in this Section shall not apply to or in any way limit the obligations of the Section entitled ""Indemnity,"" the Section entitled ""Confidentiality and Information Protection,"" or Supplier's gross negligence or willful misconduct.",,
FLIP_053,HIGH_LOW_FLIP,Cap On Liability,UpjohnInc_20200121_10-12G_EX-2.6_11948692_EX-2.6_Manufacturing Agreement_ Supply Agreement,HIGH,LOW,0.9,0.9,"The clause creates a significant liability exposure by explicitly excluding the Manufacturer's liability for losses resulting from the Customer's own gross negligence, fraud, or willful misconduct. Standard market practice typically holds that a party cannot exclude liability for its own gross negligence or fraud, and this clause appears to shift the risk of the Customer's own egregious actions entirely to the Customer, potentially leaving them without recourse even if the Manufacturer's actions contributed to the loss.","This clause limits the Manufacturer's liability for losses that are caused by the Customer's own gross negligence, fraud, willful misconduct, or breach of the agreement, or losses for which the Customer has an indemnification obligation. From the perspective of the signing party (Customer), this is a reasonable and standard exclusion, as it prevents the Customer from holding the Manufacturer liable for damages that are primarily the Customer's own fault or responsibility. It does not impose an unreasonable cap on the Manufacturer's liability for its own actions.","Notwithstanding the foregoing, Manufacturer shall not be liable for Losses described in Section 10.1(a) to the extent such Losses are: (i) caused by the gross negligence, fraud or willful misconduct of a Customer Indemnified Party in connection with the performance or non-performance of this Agreement; (ii) caused by the breach of any of the terms of this Agreement or a Facility Addendum by a Customer Indemnified Party, including in connection with the performance or non-performance of this Agreement or (iii) subject to Customer's indemnification obligations pursuant to Section 10.2.",,
FLIP_032,HIGH_LOW_FLIP,Cap On Liability,"BLUEROCKRESIDENTIALGROWTHREIT,INC_06_01_2016-EX-1.1-AGENCY AGREEMENT",HIGH,LOW,0.95,0.9,"The clause imposes a liability cap that effectively reduces the Agent's contribution to zero if the damages exceed the total price of the stock sold, leaving the signing party (investor) with no recourse for losses beyond the initial investment amount, which is a highly one-sided protection for the drafter.","This clause limits the Agent's contribution to a specific, calculable amount tied to the proceeds of the stock sale, which is a common and generally acceptable method of capping liability in such agreements. From the perspective of the counterparty (the party receiving the contribution), this provides a clear, albeit capped, recovery mechanism.","Notwithstanding the provisions of this Section 8(d), the Agent shall not be required to contribute any amount in excess of the amount by which the total price at which the  Series A Preferred Stock sold pursuant to this Agreement exceeds the amount of any damages which the Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission.",,
FLIP_042,HIGH_LOW_FLIP,Cap On Liability,"MetLife, Inc. - Remarketing Agreement",HIGH,LOW,0.85,0.9,"The clause imposes a strict liability cap that limits the Remarketing Agent's contribution to the difference between the offering price and damages paid, effectively shielding the agent from liability for the full extent of damages if the offering price was high, which disproportionately benefits the drafter and leaves the signing party (likely the issuer or investor) with significant unrecoverable exposure.","This clause limits the liability of the Remarketing Agent, which is the counterparty in this context. The cap is tied to the proceeds from the remarketed securities, minus other damages paid, which is a reasonable and common way to limit liability for agents in such transactions. This is favorable to the signing party (the Remarketing Agent) as it provides a clear and defined limit to their financial exposure.","Notwithstanding the provisions of this subsection (d), no Remarketing Agent shall be required to contribute any amount in excess of the amount by which the total price at which the applicable Securities remarketed by it and distributed to the public were offered to the public exceeds the amount of any damages which such Remarketing Agent has otherwise been required to pay by reason of such untrue or alleged untrue statement or omission or alleged omission.",,
FLIP_037,HIGH_LOW_FLIP,Cap On Liability,GAINSCOINC_01_21_2010-EX-10.41-SPONSORSHIP AGREEMENT,HIGH,LOW,0.95,1.0,"The clause imposes a strict liability cap on the Sponsor (the signing party) limited to the sponsorship fee, which prevents the Sponsor from recovering damages exceeding the contract value even in cases of significant breach or negligence by Racing, creating a disproportionate risk exposure for the signing party.","This clause caps the signing party's (Sponsor's) liability to the amount of the sponsorship fee, which is a favorable and standard protection for the party paying the fee. The inclusion of collection costs is reasonable in the event of non-payment.","Racing represents to the Sponsor that the Sponsor's aggregate obligation hereunder  will not exceed the amount of the sponsorship fee set forth in Section 3 hereof (or such lesser amount as is payable by the Sponsor in the event  that this Agreement is terminated pursuant to Section 14 hereof), plus, if applicable, collection costs that may be reasonably incurred by Racing in  a legal proceeding to collect all or any part thereof (the ""Maximum Obligation"").",,
FLIP_050,HIGH_LOW_FLIP,Cap On Liability,TELKOMSALTD_01_30_2003-EX-10-LICENCE AND MAINTENANCE AGREEMENT,HIGH,LOW,0.95,0.9,"The clause creates a total exclusion of liability for the drafter (SAP) regarding claims arising from the signing party's (TELKOM) unauthorized use, effectively shielding SAP from all financial responsibility for damages, legal costs, and defense fees in these scenarios. This is a significant one-sided risk as it removes the primary remedy for the signing party in the event of a breach or dispute related to unauthorized usage, leaving them fully exposed to third-party claims without recourse against the software provider.","This clause limits the drafter's (SAP's) liability for claims arising from the signing party's (TELKOM's) unauthorized use of the software. This is a standard and reasonable exclusion of liability, as the signing party should bear responsibility for its own unauthorized actions. It does not impose an unusual or disproportionate burden on the signing party.","SAP AFRICA, SAP AG and their licensors, shall not be liable for any claims,   liabilities and costs, including attorneys fees, reasonably incurred in the defence   of any claim (other than for the infringement of intellectual property rights   specified in clause 10. 3 above), arising out of TELKOM'S unauthorised use of the   SOFTWARE, DOCUMENTATION, THIRD-PARTY DATABASE and SAP   AFRICA PROPRIETARY INFORMATION, licensed under this AGREEMENT   provided that SAP AFRICA promptly notifies TELKOM in writing of such claim   and that TELKOM is permitted to control fully the defence and any settlement of   such claim.",,
FLIP_047,HIGH_LOW_FLIP,Cap On Liability,SMITHELECTRICVEHICLESCORP_04_04_2012-EX-10.26-FLEET MAINTENANCE AGREEMENT,HIGH,LOW,0.95,0.9,"The clause imposes an uncapped, 'in full' indemnity obligation on the signing party (SEV) for a broad scope of liabilities ('directly or indirectly'), creating significant and potentially unlimited financial exposure without any monetary cap or time limitation mentioned in the text.","This clause describes an indemnity provided by SEV to DCL, covering 'all Liabilities' related to employment costs. From DCL's (the signing party's) perspective, this is a beneficial provision as it shifts the risk of these specific liabilities entirely to SEV, offering full protection. It does not impose a cap on DCL's recovery but rather ensures full indemnification.",Subject to Clause 11.6. SEV will indemnify and keep DCL indemnified in full against all Liabilities arising directly or indirectly  in connection with:     11.5.1 any Employment Costs arising in relation to the Contracted Period in relation to the Employees;,,
FLIP_048,HIGH_LOW_FLIP,Cap On Liability,STAMPSCOMINC_06_24_1999-EX-10.18-SPONSORSHIP AGREEMENT,LOW,HIGH,1.0,1.0,"The clause establishes a mutual liability cap based on fees paid, which is a standard commercial practice that protects the signing party from unlimited exposure while maintaining balance between both parties.","The clause explicitly carves out Sections 15 and 16 from the liability cap, meaning that for breaches under those sections, the signing party's liability is uncapped. Without knowing the content of Sections 15 and 16, this presents a significant and undefined risk exposure for the signing party, as these sections could relate to critical obligations like IP infringement or confidentiality, which often carry substantial damages.","THE LIABILITY OF EITHER PARTY FOR DAMAGES OR ALLEGED DAMAGES      HEREUNDER (EXCEPT UNDER SECTIONS 15 AND 16), WHETHER IN CONTRACT, TORT OR      ANY OTHER LEGAL THEORY, IS LIMITED TO, AND WILL NOT EXCEED, THE AMOUNTS TO      BE PAID BY CLIENT TO INTUIT HEREUNDER.",,
FLIP_046,HIGH_LOW_FLIP,Cap On Liability,SEPARATEACCOUNTIIOFAGL_05_02_2011-EX-99.(J)(4)-UNCONDITIONAL CAPITAL MAINTENANCE AGREEMENT,HIGH,LOW,0.95,0.9,"The clause explicitly strips the signing party (policyholder) of any legal recourse against the company's assets, creating a total barrier to recovery in the event of a breach or claim, which is a severe and disproportionate risk.","This clause clarifies that the agreement does not create a direct recourse for policyholders against AIG's assets. From the perspective of the signing party (the counterparty to the drafter), this clause does not impose a cap on their liability or limit their ability to bring claims. Instead, it limits the recourse of a third party (policyholders) against a specific entity (AIG), which is outside the direct liability scope of the signing party in this contract. Therefore, it presents no direct risk to the signing party regarding their own liability or ability to recover.","This Agreement does not provide, and is not intended to be        construed or deemed to provide, any policyholder of the Company with        recourse to or against any of the assets of AIG.",,
FLIP_028,HIGH_LOW_FLIP,Cap On Liability,ACCURAYINC_09_01_2010-EX-10.31-DISTRIBUTOR AGREEMENT,LOW,HIGH,1.0,1.0,"The clause establishes a clear, standard monetary cap on liability based on actual payments made, which is a balanced and common market practice that protects the signing party from unlimited exposure while excluding critical risks like IP infringement, willful misconduct, and legal non-compliance from the cap.","The clause carves out significant areas from the liability cap, including unauthorized use of Intellectual Property, intentional breach or willful misconduct, and non-compliance with mandatory law. These exceptions leave the signing party with uncapped liability for common and potentially very costly breaches, creating substantial financial exposure.","Without affecting Section 10 or the respective obligations of the parties under the Confidentiality Agreement and except  for any liability (i) relating to any breach associated with the unauthorized use of Intellectual Property, (ii) arising from the  intentional breach or willful misconduct of a party, or (iii) arising from the non-compliance with any mandatory applicable law or  regulation, the total aggregate liability of one party to another party for any claim relating to any breach of this Agreement (or any  Purchase Order or other agreement entered into in connection with this Agreement) (a ""Claim"") shall be limited to the aggregate  amount of the purchase prices paid by Distributor to Accuray for Products pursuant to this Agreement (or any Purchase Order or  other Agreement entered into in connection with this Agreement) during the twelve calendar months preceding the date of the  notification to the other party of such Claim less any amounts paid or payable in respect of any other Claim of which the other party  was notified during such twelve month period.",,
FLIP_038,HIGH_LOW_FLIP,Cap On Liability,"GOOSEHEADINSURANCE,INC_04_02_2018-EX-10.6-Franchise Agreement",HIGH,LOW,0.95,0.9,"The clause completely excludes the drafter's liability for the signing party's failure to secure necessary licenses, even if the drafter provided inaccurate information or failed to assist. This creates significant exposure for the signing party, as they bear the entire risk of regulatory non-compliance and potential business shutdown without recourse against the drafter.","This clause limits the drafter's liability for the signing party's own failure to obtain or maintain necessary licenses and approvals. This is a standard allocation of responsibility, as the signing party is typically responsible for its own regulatory compliance. It does not impose an unusual burden or liability on the signing party.",You acknowledge that we will have no liability to you or any regulatory authority for any failure by you to obtain or maintain during the term of this Agreement any necessary licenses or approvals required for the operation of the Franchised Business.,,
FLIP_057,HIGH_LOW_FLIP,Change Of Control,"VAPOTHERM, INC. - Manufacturing and Supply Agreement",HIGH,LOW,0.95,1.0,"The clause imposes a strict prohibition on Medica (the signing party) executing a Change of Control or asset sale without first offering the deal to Vapotherm on the exact same terms. This creates a significant operational constraint and potential loss of strategic exit opportunities, as Medica cannot proceed with a third-party transaction unless Vapotherm explicitly declines, effectively giving Vapotherm a veto power over Medica's fundamental corporate transactions.","This clause grants Vapotherm a right of first refusal (ROFR) on a Change of Control or sale of substantially all assets related to cartridge manufacturing. From Vapotherm's perspective (the signing party in this scenario, as the beneficiary of the ROFR), this is a favorable protection, allowing them to match any third-party offer and potentially acquire critical assets or control. This is a beneficial right for the signing party.","Notwithstanding anything to the contrary in this Agreement, Medica shall neither enter into an agreement to nor shall consummate (a) any Change of Control or (b) any sale of all or substantially all of its assets relating to the manufacture of the Cartridges unless (a) it provides Vapotherm written notice of any such proposed transaction, which notice shall include the specific terms and conditions of the proposed transaction, including the identify of the proposed acquirer, (b) Medica offers to enter into such transaction with Vapotherm on substantially the same terms and conditions, and (c) with [* * *] days of such notice, Vapotherm declines to accept such offer.",,
FLIP_056,HIGH_LOW_FLIP,Change Of Control,RevolutionMedicinesInc_20200117_S-1_EX-10.1_11948417_EX-10.1_Development Agreement,HIGH,LOW,0.95,1.0,"The clause grants the drafter (Sanofi) an unilateral right to terminate the royalty payment obligation simply by undergoing a change of control, which is a common corporate event. This exposes the signing party (RevMed) to the loss of future revenue streams without cause or notice, effectively allowing the counterparty to escape financial obligations at will upon a standard corporate transaction.","From the perspective of RevMed (the signing party and counterparty to Sanofi), the clause states that royalty payments to Sanofi will cease upon a Change of Control of Sanofi. This is favorable to RevMed as it limits their royalty obligations in the event Sanofi undergoes a change of ownership, potentially reducing long-term costs.",RevMed shall pay Sanofi such royalties until the earlier of (x) expiration of the Post-Termination Royalty Term therefor and (y) a Change of Control of Sanofi.,,
FLIP_061,HIGH_LOW_FLIP,Competitive Restriction Exception,NETGROCERINC_07_31_1998-EX-10.15-SPONSORSHIP AGREEMENT,HIGH,LOW,0.95,1.0,"The clause imposes an open-ended financial liability on the signing party (Excite) to provide free advertising value equal to that of a competitor, creating a disproportionate and uncapped economic penalty that directly benefits the drafter (NetGrocer) without limiting the scope or duration of this obligation.","This clause outlines the remedies available to NetGrocer (the signing party) if Excite violates the competitive restriction. The remedies are specific, immediate, and aim to restore NetGrocer's competitive position and provide equivalent promotional value, which is favorable to NetGrocer. It provides clear recourse for a breach by the counterparty.","In the event that it is determined that                   Excite violated the Agreement by excluding a bona fide                   NetGrocer Competitor from Exhibit A or displayed on the                   Excite Site advertising or promotional material from a bona                   fide NetGrocer Competitor, Excite will be obligated to (i)                   immediately add the online supermarket to Exhibit A, (ii)                   immediately remove from the Excite Site any advertising or                   promotional material from the online supermarket and (iii)                   provide NetGrocer with advertising and promotional value,                   without additional cost, equal to the advertising and                   promotional value provided to the online supermarket prior to                   the removal of its advertising and promotional material from                   the Excite Site.",,
FLIP_059,HIGH_LOW_FLIP,Competitive Restriction Exception,DovaPharmaceuticalsInc_20181108_10-Q_EX-10.2_11414857_EX-10.2_Promotion Agreement,HIGH,LOW,0.9,0.7,"The clause creates a broad, undefined exception by redacting the specific scope of the carveout. Without knowing who or what is excluded from the restrictions, the signing party faces significant uncertainty regarding whether critical protections (like non-compete or non-solicit) are being waived for a competitor or a specific entity, potentially leaving the signing party exposed to unrestricted competition or solicitation.","This clause explicitly states that the competitive restrictions will not apply to a specific, albeit redacted, area. This is an exception to a restriction, which is generally favorable to the signing party as it carves out an area where they are not bound by the competitive restriction. The redaction prevents a full assessment of the scope of the exception, but the existence of an exception is positive.","Notwithstanding anything to the contrary, in no event shall the restrictions set forth in this Section 2.3.2 apply to [***].",,
FLIP_060,HIGH_LOW_FLIP,Competitive Restriction Exception,EdietsComInc_20001030_10QSB_EX-10.4_2606646_EX-10.4_Co-Branding Agreement,HIGH,LOW,0.95,0.9,"The clause explicitly grants the drafter (Women.com) the right to promote 'Competitive Companies' to the signing party's customers (Jenny Craig) on non-Gateway pages, effectively nullifying any exclusivity or non-solicit protections the signing party might expect and creating a direct conflict of interest that benefits the drafter at the signing party's expense.","This clause is an exception to a competitive restriction, allowing the counterparty (Women.com) to engage in specific activities with a named competitor (Jenny Craig) and to promote other competitive companies, provided it's not on the 'Gateway Page of the Diet Center'. From the perspective of the signing party (Diet Center), this clause clarifies the boundaries of the competitive restriction, ensuring that certain activities by Women.com are explicitly permitted and thus not a breach. The 'other than the Gateway Page' limitation provides some protection for the signing party's primary presence. This is a carve-out that defines what is *not* restricted, which is generally favorable for the signing party as it provides clarity and limits potential disputes over what constitutes a breach.","Notwithstanding the foregoing, Women.com shall be entitled to (aa) provide mini and micro web sites and Women.com promotions and sponsorships to Jenny Craig; (bb) sell, display, or distribute advertisements, including banner advertisements, newsletter placements, internet radio, commerce placements and market research, or otherwise promote Competitive Companies on pages other than the Gateway Page of the Diet Center.",,
FLIP_062,HIGH_LOW_FLIP,Competitive Restriction Exception,VIOLINMEMORYINC_12_12_2012-EX-10.14-SPONSORSHIP AGREEMENT,HIGH,LOW,0.0,1.0,"The clause grants the counterparty (Sponsor) an unilateral right to terminate the contract immediately upon a specific event (naming rights agreement with a competitor) that is outside the Sponsor's control, leaving the signing party (Forty Niners SC) with no notice period, no cure opportunity, and only a pro-rated refund rather than compensation for lost future revenue or damages.","This clause provides the signing party (Sponsor) with a clear right to terminate the agreement and receive a pro-rated refund if a competitor (in the 'Products and Services Category') enters into a naming rights agreement for the Stadium. This is a favorable protection for the Sponsor, mitigating the risk of brand dilution or competitive disadvantage.","provided however, that Forty Niners SC shall be permitted to enter into a sponsorship agreement with any party that enters into a naming rights agreement with SCSA for the Stadium, provided that if SCSA enters into a naming rights agreement for the Stadium with a party that is in the Products and Services Category, Sponsor may immediately terminate this Agreement and receive a pro rated refund of any amounts paid by Sponsor for the unexpired Contract Year in which the termination occurs.",,
FLIP_058,HIGH_LOW_FLIP,Competitive Restriction Exception,AgapeAtpCorp_20191202_10-KA_EX-10.1_11911128_EX-10.1_Supply Agreement,HIGH,LOW,0.9,0.9,"The clause creates an indefinite exclusivity commitment that persists forever as long as the customer meets purchase targets, removing any natural termination point for the exclusivity obligation and potentially locking the customer into a long-term dependency without a defined end date.","The clause grants exclusive rights to the Customer, which is the signing party. This is highly favorable as it protects the Customer's market position for the specified term and potentially indefinitely, provided minimum purchase requirements are met.",The Manufacturer grants exclusive rights to the Customer for the term of ten (10) years from the date of the signing of this agreement and for an indefinite period upon the customer fulfilling the minimum annual purchase requirement as listed in Schedule B. of this agreement.,,
FLIP_063,HIGH_LOW_FLIP,Competitive Restriction Exception,XENCORINC_10_25_2013-EX-10.24-COLLABORATION AGREEMENT (3),HIGH,LOW,0.95,0.9,"The clause grants the drafter (XENCOR) a broad exception to develop and manufacture the very product covered by the agreement, effectively nullifying any exclusivity or competitive restriction for the signing party while only imposing standard confidentiality obligations. This creates a significant imbalance where the signing party's potential market rights are carved out entirely in favor of the drafter.","This clause explicitly carves out XENCOR's ability to develop and use other processes and products, which is favorable to XENCOR (the signing party in this context, as the counterparty to BII). It ensures XENCOR retains flexibility outside the specific 'Process' and BII's confidential information, provided it adheres to other contractual obligations. This is a standard and reasonable exception to competitive restrictions, protecting XENCOR's independent innovation.","The Parties acknowledge that nothing in this Agreement shall limit or restrict XENCOR, itself or with or through any third party, from developing and using any process (except for the Process) for the manufacture of any of its products, including the Product, provided that no BII Confidential Information and Know-How is used and XENCOR adheres to its confidentiality and non-use obligations hereunder and complies with the ownership of intellectual property and Improvements as set forth in Section 8 below.",,
FLIP_066,HIGH_LOW_FLIP,Covenant Not To Sue,INGEVITYCORP_05_16_2016-EX-10.5-INTELLECTUAL PROPERTY AGREEMENT,HIGH,LOW,0.95,1.0,"The signing party (Parent) grants a broad, perpetual release to the counterparty (SpinCo) covering all past and future liabilities related to IP assets, including unknown and contingent claims. This effectively waives the signing party's right to sue for any pre-existing issues, significantly exposing them to undisclosed risks without reciprocal protection.","This clause is a release of claims by Parent (the drafting party) against SpinCo (the signing party) and related individuals for specific pre-Effective Time liabilities, including Parent IP Liabilities. From the perspective of the signing party (SpinCo), this is a favorable provision as it discharges them from potential claims by Parent, thereby reducing their exposure. It is a standard component of a spin-off or similar corporate restructuring, designed to clearly delineate liabilities.","Except as provided in Sections 4.1(c) and 4.1(d), effective as of the Effective Time, Parent does hereby, for itself and each other member of the Parent Group, and their respective successors and assigns, and, to the extent permitted by Law, all Persons who at any time prior to the Effective Time have been shareholders, directors, officers, agents or employees of any member of the SpinCo Group (in each case, in their respective capacities as such), remise, release and forever discharge (i) SpinCo and the members of the SpinCo Group, and their respective successors and assigns, and (ii) all Persons who at any time prior to the Effective Time are or have been shareholders, directors, officers, agents or employees of any member of the SpinCo Group (in each case, in their respective capacities as such), and their respective heirs, executors, administrators, successors and assigns, and (iii) all Persons who at any time prior to the Effective Time are or have been shareholders, directors, officers, agents or employees of a Transferred Entity and who are not, as of immediately following the Effective Time, directors, officers or employees of SpinCo or a member of the SpinCo Group, in each case from (A) all Parent IP Liabilities and (B) all Liabilities arising from or in connection with actions, inactions, events, omissions, conditions, facts or circumstances occurring or existing prior to the Effective Time (whether or not such Liabilities cease being contingent, mature, become known, are asserted or foreseen, or accrue, in each case before, at or after the Effective Time), in each case to the extent relating to, arising out of or resulting from the Parent IP Assets or the Parent IP Liabilities.",,
FLIP_065,HIGH_LOW_FLIP,Covenant Not To Sue,CUROGROUPHOLDINGSCORP_05_04_2020-EX-10.3-SERVICING AGREEMENT,HIGH,LOW,0.95,1.0,"The clause imposes a permanent, absolute prohibition on the signing party (Servicer) seeking bankruptcy relief or appointing a receiver against the counterparty (Owner), even after termination. This strips the signing party of critical statutory remedies and legal recourse to protect its interests if the counterparty becomes insolvent or breaches the agreement, creating a significant and disproportionate liability exposure.","This clause is a standard covenant not to sue in the context of bankruptcy or insolvency proceedings. It prevents the Servicer (the signing party) from initiating or supporting bankruptcy or similar actions against the Owner. This is a common protection for the Owner and does not restrict the Servicer's ability to pursue other types of claims or contest intellectual property ownership, which are typically the focus of 'Covenant Not To Sue' clauses from the counterparty's perspective. The restriction is specific to insolvency proceedings, which is a reasonable limitation.","Notwithstanding any prior termination of the Owner or this Agreement, the Servicer shall not at any time with respect to the Owner, acquiesce, petition or otherwise invoke or cause the Owner to invoke the process of any court or governmental authority for the purpose of commencing or sustaining a case against the Owner under any federal or state bankruptcy, insolvency or similar law or appointing a receiver, conservator, liquidator, assignee, trustee, custodian, sequestrator or other similar official of the Owner or any substantial part of its property, or ordering the winding up or liquidation of the affairs of the Owner.",,
FLIP_069,HIGH_LOW_FLIP,Covenant Not To Sue,NUVEEN - REMARKETING AGREEMENT,HIGH,LOW,0.95,1.0,"The clause imposes a specific, time-bound prohibition (one year and one day) preventing the signing party from initiating bankruptcy or insolvency proceedings against the counterparty. This is a significant restriction on the signing party's statutory rights to seek legal remedies for insolvency, effectively shielding the counterparty from such actions during the specified period regardless of the signing party's financial position or the counterparty's solvency.","This clause is a standard 'bad boy' covenant not to sue, specifically preventing the Remarketing Agent from initiating bankruptcy or insolvency proceedings against the Fund for a defined period. The key exceptions (voluntary filings by the Fund, involuntary filings by third parties, or actions related to the Remarketing Agent's rights as a beneficial owner/holder of shares) significantly mitigate the risk for the Remarketing Agent, ensuring it is not unduly restricted in protecting its interests in other scenarios. This is a common protection for the issuer in structured finance transactions.","Notwithstanding any prior termination of this Agreement, [●], solely in its capacity as Remarketing Agent, hereby covenants and agrees that it shall not, prior to the date which is one year and one day after the redemption and the payment in full of the VRRM-MFP Shares and all accumulated dividends, petition or otherwise invoke the process of any court or government authority for the purpose of commencing a case against, the Fund under any federal or state bankruptcy, insolvency or similar law or appointing a receiver, liquidator, assignee, trustee, custodian, sequestrator or other similar official of the Fund or any substantial part of the property of the Fund; provided, however, that nothing in this provision shall preclude, or be deemed to stop, the Remarketing Agent from taking any action prior to the expiration of the aforementioned one year and one day period in (x) any case or proceeding voluntarily filed or commenced by the Fund, (y) any involuntary insolvency proceeding filed or commenced against the Fund by a Person other than the Remarketing Agent, or (z) with respect to its rights or preferences as a Beneficial Owner or Holder of VRRM-MFP Shares.",,
FLIP_064,HIGH_LOW_FLIP,Covenant Not To Sue,"BABCOCK_WILCOXENTERPRISES,INC_08_04_2015-EX-10.17-INTELLECTUAL PROPERTY AGREEMENT between THE BABCOCK _ WILCOX COMPANY and BABCOCK _ WILCOX ENTERPRISES, INC.",HIGH,LOW,0.95,1.0,"The signing party (SpinCo) irrevocably waives all rights to sue for IP infringement regarding the RemainCo Business and its future extensions in any field outside the SpinCo Core Field. This creates a significant, potentially unlimited liability exposure by permanently surrendering the right to challenge the counterparty's use of the signing party's IP in new or expanded business areas, effectively granting the counterparty a broad, perpetual license to operate and expand without fear of legal recourse.","This covenant not to sue is limited to specific intellectual property (Licensed SpinCo Know-How, Shared Library Materials, Foundational Software) and actions related to the RemainCo Business, specifically excluding the SpinCo Core Field. This carve-out for the SpinCo Core Field is a critical protection for SpinCo, ensuring it retains the ability to operate and protect its core business without being constrained by this covenant. The scope is clearly defined and does not broadly restrict SpinCo's ability to protect its IP or operate in its primary business area.","SpinCo hereby covenants not to sue RemainCo under any Licensed SpinCo Know-How and under SpinCo's right, title and interest in and to Shared Library Materials and Foundational Software, including, without limitation, all applicable Patents, Copyrights, and Know-How, for infringement or misappropriation based upon any action that occurs in connection with the continued operation of the RemainCo Business and any future extensions of the RemainCo Business in any field other than the SpinCo Core Field after the Distribution Date",,
FLIP_067,HIGH_LOW_FLIP,Covenant Not To Sue,INTERNATIONALFASTFOODCORP_04_04_1997-EX-99-FRANCHISE AGREEMENT,LOW,HIGH,0.0,1.0,"This is a standard intellectual property protection clause common in franchise agreements, requiring the signing party to respect the franchisor's trademarks and system validity rather than imposing a broad, vague non-disparagement restriction on general reputation or business practices.","This clause imposes a perpetual non-disparagement obligation on the Franchisee, extending indefinitely even after the agreement terminates. It broadly prohibits any act 'disputing, attacking or in any way impairing' the validity or interest in the Burger King Marks and System, which is extremely broad and could stifle legitimate criticism or legal challenges. The 'thereafter' provision makes this a significant, ongoing burden.","The Franchisee  will not directly or indirectly,  at any time during the term of this Agreement or thereafter,  do or cause to be done any act or thing  disputing,  attacking or in any way impairing the validity of and BKC's right,  title or interest in the Burger King Marks and the Burger King System.",,
FLIP_068,HIGH_LOW_FLIP,Covenant Not To Sue,MRSFIELDSORIGINALCOOKIESINC_01_29_1998-EX-10-FRANCHISE AGREEMENT,HIGH,LOW,0.95,0.3,"The clause grants the drafter (Pretzel Time) unilateral termination rights with only a 30-day notice period, creating significant operational risk for the signing party (Franchisee) without reciprocal protections or specific default definitions, which is heavily one-sided.","This clause only describes what constitutes a default and the notice period for termination by the drafter. It does not contain any covenant not to sue or restrictions on the signing party's ability to contest intellectual property or bring claims. The text provided is too short to assess the actual 'Covenant Not To Sue' aspect, but the fragment itself is not problematic.",The  occurrence of any one of the following  events shall  constitute a default under this Agreement  requiring a 30 day notice period of termination by Pretzel Time to Franchisee:,,
FLIP_070,HIGH_LOW_FLIP,Covenant Not To Sue,"TURNKEYCAPITAL,INC_07_20_2017-EX-1.1-Strategic Alliance Agreement",HIGH,LOW,0.95,0.9,"The clause creates a broad, unconditional waiver of all claims for the signing party (TKCI) based solely on the counterparty's (SIC) decision not to sign, effectively stripping TKCI of any legal recourse for any reasons whatsoever during the investigation stage.","This clause limits the signing party's (TKCI) ability to bring claims against the counterparty (SIC) only in a very specific pre-contractual scenario: if SIC decides not to sign an agreement during the investigation stage. This is a reasonable protection for a party conducting an investigation and deciding whether to proceed with a contract, preventing claims for the mere act of not signing. It does not restrict claims related to a signed agreement or other matters, making it a low risk for the signing party.","TKCI affirms that it shall not have any claim towards SIC if the management decides not to sign the agreement in the investigation stage, and before any agreements are signed, for any reasons whatsoever.",,
FLIP_073,HIGH_LOW_FLIP,Exclusivity,EtonPharmaceuticalsInc_20191114_10-Q_EX-10.1_11893941_EX-10.1_Development Agreement,HIGH,LOW,0.0,1.0,"The clause grants ETON an exclusive license that explicitly includes exclusivity against the drafter (Aucta) itself within the Territory. This creates a significant risk for ETON as it locks them into a single source for the Products and related IP, preventing them from sourcing alternatives or engaging with other providers for the same technology in that region, which severely limits their operational flexibility and bargaining power.","From the perspective of ETON (the signing party), this clause grants an exclusive license, which is highly favorable as it prevents Aucta from competing with ETON in the specified territory for the licensed products and IP. This provides ETON with a strong market position.","Aucta, for itself and its Affiliates, hereby grants to ETON in accordance with the terms and conditions of this Agreement, an exclusive (even as to and against Aucta in the Territory) right and license, including the right to sublicense, to the Products (or any components thereof), Dossiers, and all current and future Aucta Background Intellectual Property that is owned or controlled by Aucta or its Affiliates for ETON to develop, manufacture, import, use, promote, distribute, market, advertise, offer for sale or sell (collectively, ""Market"") the Products in and for the Territory.",,
